id,user_id,card_id,tcg,image_url,created_at,purchase_price
7bf66c73-43ea-4089-9c0d-b99f52d21a32,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/The-Best-Non-English/MonkeyDLuffy-OP01-024,OnePiece,,2026-07-21 14:15:17.64285+00,
7dc16b08-210f-49e1-af7f-27024bd35169,ba3e96eb-1198-4820-a607-c87b8139e72d,/Riftbound/Products/Singles/Spiritforged-Promos/Boneshiver,Riftbound,,2026-07-21 13:04:21.066353+00,50
820ce5fb-0d04-49a9-9480-8c914d890d53,595944d6-9be2-4fd8-97b4-a7ea66558e62,/OnePiece/Products/Singles/One-Piece-Products/DON-One-Piece-Day-2024,OnePiece,,2026-07-21 22:06:21.105978+00,
852af374-8ec6-4df7-b5ee-f324922751de,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/Promos-Japanese/MonkeyDLuffy-ST01-012-V2,OnePiece,,2026-07-21 12:13:55.448519+00,20
85bb5207-87af-42cb-a8f5-cc67f10ef81e,595944d6-9be2-4fd8-97b4-a7ea66558e62,/OnePiece/Products/Singles/Emperors-in-the-New-World-Non-English/MonkeyDLuffy-OP09-119-V2,OnePiece,,2026-07-21 21:52:27.372446+00,
86166bc8-6ba4-4d0d-8ca0-249cb14ae14a,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/Carrying-on-his-Will-Non-English/St-Marcus-Mars-OP13-091-V3,OnePiece,,2026-07-21 12:12:37.734077+00,
87f1d08d-0e48-4c1a-8347-67550acd7d55,595944d6-9be2-4fd8-97b4-a7ea66558e62,/OnePiece/Products/Singles/A-Fist-of-Divine-Speed-Non-English/MonkeyDLuffy-OP11-118-V3,OnePiece,,2026-07-21 22:09:17.857229+00,60
88799faa-cd2d-4ea9-9fc1-620562164355,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/Awakening-of-the-New-Era/MonkeyDLuffy-OP05-119-V2,OnePiece,,2026-07-21 10:49:16.85025+00,5
8abfee25-5305-486c-87d7-b82a08890fd6,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/Romance-Dawn/DON-OP01,OnePiece,,2026-07-21 13:02:17.593686+00,3
8b43dc3e-6d8b-4adb-b257-e903b3716503,595944d6-9be2-4fd8-97b4-a7ea66558e62,/OnePiece/Products/Singles/Promos-Japanese/Nico-Robin-P-116-V1,OnePiece,,2026-07-21 21:58:50.69585+00,
